"e"
"{'vertices':[{'label':'node_a','id':0}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':1}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':2}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':3}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':4}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':5}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':6}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':7}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':8}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':9}],'edges':[],'weight':0.0,'length':0}"
"{'vertices':[{'label':'node_a','id':0},{'label':'node_a','id':3}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':0},{'label':'node_a','id':7}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':1},{'label':'node_a','id':7}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':1},{'label':'node_a','id':4}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':2},{'label':'node_a','id':5}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':2},{'label':'node_a','id':9}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':3},{'label':'node_a','id':8}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':4},{'label':'node_a','id':8}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':5},{'label':'node_a','id':6}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
"{'vertices':[{'label':'node_a','id':6},{'label':'node_a','id':9}],'edges':[{'label':'rel_a','direction':'OUT'}],'weight':0.0,'length':1}"
